NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE,TOT,orig_ogc_fid
CE Javier Perez de Cuellar,0x2c05,colegio,,AV 26 DE NOVIEMBRE,,PJ CESAR VALLEJO,ESQ. 26 DE NOVIEMBRE CDRA. 1 Y CESAR VALLEJO,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.941772,-12.179988,"-76.9418, -12.18",1063
Pebal La Inmaculada,0x2c05,colegio,285-0337,AV ALFREDO BAMBAREN,,AH SAN LUIS,ESQ. ALFREDO BAMBAREN Y SOLIDARIDAD,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.972405,-12.143662,"-76.9724, -12.1437",1077
CE La Inmaculada,0x2c05,colegio,275-1000 / 275-0948,JR HERMANO SANTOS GARCIA,1,,HERMANO SANTOS GARCIA 108 URB. VALLE HERMOSO,SURCO,LIMA,LIMA,PERU,-76.975077,-12.129871,"-76.9751, -12.1299",1079
Casuarinas College,0x2c05,colegio,344-4040 / 344-4396,AV JACARANDA,4,UB CASUARINAS,JACARANDA 391 URB. VALLE HERMOSO,SURCO,LIMA,LIMA,PERU,-76.974543,-12.121049,"-76.9745, -12.121",1080
Colegio Tupac Amaru,0x2c05,colegio,,AV PACHACUTEC,6,UB VILLA JARDIN ZONA 1,PACHACUTEC CDRA. 6,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.952503,-12.166426,"-76.9525, -12.1664",1101
Colegio Peruano Aleman Augusto Weberbauer,0x2c05,colegio,436-6212 / 435-8400,AV RAUL FERRERO,,UB MONTERRICO CHICO,PIO XII 123,SURCO,LIMA,LIMA,PERU,-76.967572,-12.094244,"-76.9676, -12.0942",1106
Escuela Naval,0x2c05,colegio,613-0400,,,,MEDINA S/N,LA PUNTA,CALLAO,CALLAO,PERU,-77.16752,-12.07224,"-77.1675, -12.0722",1109
Centro Salud Caja de Agua,0x3002,hospital,,PJE PUERTO MALDONADO,,UB CAJA DE AGUA,TRUJILLO CDRA. 1 URB. CAJA DE AGUA,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.011355,-12.027145,"-77.0114, -12.0271",1115
Colegio Enrique Camino Brent,0x2c05,colegio,717-3434 / 717-3430 / 717-3435,JR ACEROS,1,,PROCERES DE LA INDEPENDENCIA 1571 URB. LAS FLORES DE LIMA,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.004834,-12.008339,"-77.0048, -12.0083",1118
San Juan Apostol,0x3002,hospital,,JR PERLAS,27,UB SAN CARLOS,LAS PERLAS CDRA. 27 MZ. C1 URB. SAN CARLOS,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.0058,-11.98597,"-77.0058, -11.986",1121
CEN 140,0x2c05,colegio,,AV PROCERES DE LA INDEPENDENCIA,36,UB CANTO GRANDE,FERNANDO WIESSE CDRA. 37 MZ. M,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.995041,-11.970578,"-76.995, -11.9706",1123
Nicolas Copernico (CE),0x2c05,colegio,387-6499,AV PROCERES DE LA INDEPENDENCIA,36,UB CANTO GRANDE,FERNANDO WIESSE CDRA. 37 URB. LOS PINOS,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.994577,-11.969948,"-76.9946, -11.9699",1124
Policlinico Ni�o Jesus,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,41,ASOC EL HERALDO,FERNANDO WIESSE CDRA. 41 MZ. I15,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.989248,-11.962779,"-76.9892, -11.9628",1125
Hospital ESSALUD,0x3002,hospital,,JR MADRID,,AH HOSPITAL DEL NI�O,MADRID MZ. O7,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.988667,-11.959784,"-76.9887, -11.9598",1126
Santa Maria Reyna (CE),0x2c05,colegio,387-4154,AV SANTA ROSA DE LIMA,6,UB CANTO GRANDE,SAN MARTIN 701 URB. CANTO GRANDE,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.991533,-11.978144,"-76.9915, -11.9781",1136
Centro de Salud,0x3002,hospital,,AV LOS TUSILAGOS ESTE,3,ASOC LA BASILIA,TUSILAGOS ESTE CDRA. 2 MZ. B,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.999416,-12.012309,"-76.9994, -12.0123",1143
Los Peregrinos (CE),0x2c05,colegio,,AV LURIGANCHO,9,UB ASCARRUNZ BAJO,LURIGANCHO CDRA. 10,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.000748,-12.01772,"-77.0007, -12.0177",1145
Alegria de Jesus (CE),0x2c05,colegio,,CA MERCEDES,3,UB ASCARRUNZ BAJO,LAS MERCEDES CDRA. 3,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.999845,-12.020263,"-76.9998, -12.0203",1146
Jose Carlos Mariategui (CE),0x2c05,colegio,327-7624,AV CESAR VALLEJO,,ASOC BRISAS DE SEVIMA,RIVA GUERO 1758,EL AGUSTINO,LIMA,LIMA,PERU,-76.996942,-12.039927,"-76.9969, -12.0399",1147
Gran Mariscal Ramon Castilla 1168 (CE),0x2c05,colegio,327-5402,PJE ANGLOS,1,PJ PRO VIVIENDA EL AGUSTINO 4 ETAPA,RIVA AGUERO 1575,EL AGUSTINO,LIMA,LIMA,PERU,-76.998854,-12.045415,"-76.9989, -12.0454",1151
CE Salesiano Rosental de la Puente,0x2c05,colegio,263-0926 / 263-5531 / 263-8234,JR MIGUEL GRAU,5,,GRAU 525,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.073822,-12.092526,"-77.0738, -12.0925",1156
CE Peruano Chino 10 de Octubre,0x2c05,colegio,332-1770 / 331-2147,AV JOSE DE LA RIVA AGUERO,3,UB PANDO 4 ETAPA,JOSE DE LA RIVA AGUERO 350,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.085036,-12.082782,"-77.085, -12.0828",1158
CEI La Semillita,0x2c05,colegio,462-7511,AV LIMA,8,,TACNA 785,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.08197,-12.08789,"-77.082, -12.0879",1162
CE Saenz Pe�a,0x2c05,colegio,566-2569,AV LA PAZ,6,,LA PAZ  675 URB. MIRMAR,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.089347,-12.087606,"-77.0893, -12.0876",1165
Colegio Militar Leoncio Prado,0x2c05,colegio,420-4120 / 457-6067,AV COSTANERA,18,UB SAN FERNANDO,COSTANERA 1541,LA PERLA,CALLAO,CALLAO,PERU,-77.118373,-12.075715,"-77.1184, -12.0757",1175
Policlinico PNP Callao,0x3002,hospital,530-4644,AV LA PAZ,11,UB LA PERLA,LA PAZ CDRA. 11,LA PERLA,CALLAO,CALLAO,PERU,-77.124382,-12.072233,"-77.1244, -12.0722",1176
Colegio Almirante Miguel Grau Seminario,0x2c05,colegio,,AV LA PAZ,10,UB LA PERLA,LA PAZ 1000,LA PERLA,CALLAO,CALLAO,PERU,-77.125015,-12.072098,"-77.125, -12.0721",1177
CE Parroquial,0x2c05,colegio,,AV LA PAZ,8,UB BELLAVISTA LA PERLA,LA PAZ CDRA. 8,LA PERLA,CALLAO,CALLAO,PERU,-77.126587,-12.071115,"-77.1266, -12.0711",1178
Hospital San Jose,0x3002,hospital,319-7830,AV ELMER FAUCETT,,,LAS MAGNOLIAS 475,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,PERU,-77.098693,-12.042956,"-77.0987, -12.043",1183
Policlinico Tucuman,0x3002,hospital,,AV CANTA CALLAO,,ASOC MONTE AZUL 1 ETAPA,CARRETERA CANTA - CALLAO S/N,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.100029,-11.983937,"-77.1, -11.9839",1198
CE Reyna de los Angeles,0x2c05,colegio,,PASAJE Q,,UB PARQUE DEL NARANJAL 1 ETAPA,NARANJAL 656  URB. PARQUE NARANJAL,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.07158,-11.98054,"-77.0716, -11.9805",1201
Centro de Salud,0x3002,hospital,,AV SAN FELIPE,3,UB SAN FELIPE I ETAPA,SAN FELIPE CDRA. 3,COMAS,LIMA,LIMA,PERU,-77.036029,-11.905544,"-77.036, -11.9055",1203
CE Manuel Scorza,0x2c05,colegio,,AV TUPAC AMARU,,,ESQ. GERARDO UNGER CDRA. 70 Y 12 DE JULIO,INDEPENDENCIA (LIMA),LIMA,LIMA,PERU,-77.054901,-12.003017,"-77.0549, -12.003",1205
CE 349 Palao,0x2c05,colegio,,JR SAN LUCAS,3,UB PALAO,ESQ. SAN LUCAS CDRA. 4 Y SAN FRANCISCO,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.056052,-12.017677,"-77.0561, -12.0177",1207
CE Sin Limites,0x2c05,colegio,,JR LEON VELARDE,4,,LEON VELARDE CDRA. 4,LINCE,LIMA,LIMA,PERU,-77.039526,-12.083012,"-77.0395, -12.083",1215
CE San Ignacio de Loyola,0x2c05,colegio,423 -1623,JR SANCHEZ PINILLOS,2,,SANCHES PINILLOS 280,LIMA,LIMA,LIMA,PERU,-77.045145,-12.048297,"-77.0451, -12.0483",1222
Local Ministerio de Salud,0x3002,hospital,,CALLE 3,,UB LAS PRADERAS DE SANTA ANITA 1 ETAPA,ESQ. CALLE 3 Y CALLE 28 ALT. EL FERROCARRIL,SANTA ANITA,LIMA,LIMA,PERU,-76.962412,-12.032369,"-76.9624, -12.0324",1228
Posta Medica,0x3002,hospital,,PJE HUSARES DE JUNIN,1,UB UNIVERSAL,ESQ. NERUDA CDRA. 3 Y HUSARES DE JUNIN,SANTA ANITA,LIMA,LIMA,PERU,-76.974725,-12.042445,"-76.9747, -12.0424",1231
Posta Medica,0x3002,hospital,,CA PARADO DE BELLIDO,1,UB HUASCAR,ESQ.  CESAR VALLEOJO Y MARIA PARADO DE BELLIDO,SANTA ANITA,LIMA,LIMA,PERU,-76.984229,-12.040579,"-76.9842, -12.0406",1232
IE No101 Shuji Kitanura,0x2c05,colegio,362-0326,AV MARIATEGUI,3,UB UNIVERSAL,MARIATEGUI 355 COOP. UNIVERSAL,SANTA ANITA,LIMA,LIMA,PERU,-76.977526,-12.042657,"-76.9775, -12.0427",1234
IE Yamaguchi,0x2c05,colegio,,CA CEDROS,5,UB LOS FICUS,ESQ. LOS CEDROS Y LOS SAUCES,SANTA ANITA,LIMA,LIMA,PERU,-76.977314,-12.048366,"-76.9773, -12.0484",1236
Maternidad de Lima,0x3002,hospital,328-1370 / 328-1012 / 328-1481,JR MIRO QUESADA ANTONIO,9,UB BARRIOS ALTOS,MIRO QUESADA 941,LIMA,LIMA,LIMA,PERU,-77.021903,-12.052857,"-77.0219, -12.0529",1266
Policlinico Parroquial,0x3002,hospital,,AV PERU,19,UB PERU I ZONA,PERU CDRA. 19,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.066517,-12.032111,"-77.0665, -12.0321",1280
CE Tecnico Jorge Basadre,0x2c05,colegio,568-3897,JR PUERTO BARRIOS,5,UB PERU II ZONA,PERU 2505,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.073088,-12.032034,"-77.0731, -12.032",1282
Colegio Gran Amauta,0x2c05,colegio,567-4497,AV PERU,35,UB PERU IV ZONA,PERU 3500,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.085514,-12.030729,"-77.0855, -12.0307",1288
CE Saco Oliveros,0x2c05,colegio,,AV UNIVERSITARIA,32,UB EL PACIFICO 2 ETAPA,UNIVERSITARIA CDRA. 30 MZ. O URB. EL PACIFICO,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.084253,-12.000142,"-77.0843, -12.0001",1300
Clinica San Bartolome,0x3002,hospital,521-1885 / 522-1399,AV CARLOS IZAGUIRRE,11,UB ANGELICA GAMARRA,CARLOS IZAGUIRRE 1142 URB. COVIDA,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073853,-11.991234,"-77.0739, -11.9912",1307
Hospital del Norte,0x3002,hospital,,AV UNIVERSITARIA,42,ASOC ROSARIO DEL NORTE,UNIVERSITARIA CDRA. 41,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.079982,-11.986161,"-77.08, -11.9862",1311
CE Manuel Caceres,0x2c05,colegio,,JR CIRUELOS,,AH 12 DE AGOSTO,LOS GIRASOLES ALT. LOS ALISOS CDRA. 8,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073643,-11.985487,"-77.0736, -11.9855",1314
CE Norlantec,0x2c05,colegio,,AV ALFREDO MENDIOLA,41,UB MICAELA BASTIDAS,ALFREDO MENDIOLA CDRA. 41,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.065427,-11.985296,"-77.0654, -11.9853",1315
CE Ni�o Rey,0x2c05,colegio,521-1954,AV PALMERAS,53,ASOC LA ESPERANZA,LAS PALMERAS 5316,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.07318,-11.97646,"-77.0732, -11.9765",1320
CE Manuel Scorza,0x2c05,colegio,528-1734 / 528-9042,CA ARISTIDES,1,UB VILLA SOL 4 ETAPA,LAS PALMERAS 5655,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.07226,-11.96915,"-77.0723, -11.9692",1321
CE Alexander Von Humboldt,0x2c05,colegio,528-2114,CA CALLE 1,,UB PARQUE DE VILLA SOL 4 ETAPA,UNIVERSITARIA 5998 URB. VILLA SOL,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.073433,-11.965919,"-77.0734, -11.9659",1324
Colegio Hipolito Unanue,0x2c05,colegio,,AV VICTOR SARRIA ARZUBIAGA,12,UV UNIDAD VECINAL MIRONES,GARCIA Y GARCIA URB. UNIDAD VECINAL,LIMA,LIMA,LIMA,PERU,-77.070938,-12.05183,"-77.0709, -12.0518",1340
CEP Santa Lucia,0x2c05,colegio,,AV ALBORADA,13,UB PANDO 3 ETAPA,LA ALBORADA CDRA. 13,LIMA,LIMA,LIMA,PERU,-77.06668,-12.06134,"-77.0667, -12.0613",1345
CEP Divino Redentor,0x2c05,colegio,337-6307,AV ALBORADA,17,UB LAS BRISAS,LA ALBORADA 1720 ALT. MARIANO H. CORNEJO CDRA. 15,LIMA,LIMA,LIMA,PERU,-77.067522,-12.06663,"-77.0675, -12.0666",1347
CE Se�or de Luren,0x2c05,colegio,,AV DEL RIO,1,,DEL RIO CDRA. 1,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.054213,-12.067015,"-77.0542, -12.067",1349
CE Fermin Taguis,0x2c05,colegio,450-2048,JR JOAQUIN BERNAL,3,,JOAQUIN BERNAL 370 ZONA A,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.976762,-12.155363,"-76.9768, -12.1554",1356
CN 7061 Heroes de San Juan,0x2c05,colegio,276-0661,JR JOAQUIN BERNAL,4,,JOAQUIN BERNAL 417 ZONA A,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.975615,-12.155823,"-76.9756, -12.1558",1358
Centro de Salud,0x3002,hospital,,CA PASEO SAN JUAN,8,UB SAN JUAN ZONA A,PASEO SAN JUAN CDRA. 8,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.974844,-12.157762,"-76.9748, -12.1578",1359
CE Tomas Alva Edison,0x2c05,colegio,,AV JOSE MARIA SEGUIN,,UB SAN JUAN ZONA D,GUILLERMO BILLIINGHURST 609,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.971593,-12.158867,"-76.9716, -12.1589",1362
Centro Salud Parroquial,0x3002,hospital,,AV PEDRO SILVA,10,UB SAN JUAN PARCELA C SUBPARCELA C1,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.964965,-12.167289,"-76.965, -12.1673",1368
CE La Inmaculada,0x2c05,colegio,,AV MIGUEL IGLESIAS,,UB SAN MIGUEL DE APURI,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.962396,-12.181842,"-76.9624, -12.1818",1375
CE Ramiro Priale,0x2c05,colegio,,AV MIGUEL IGLESIAS,,ASOC URANMARCA,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.960073,-12.185918,"-76.9601, -12.1859",1377
Centro Salud Laderas de Villa,0x3002,hospital,,CA CALLE 10,,AH BUENOS AIRES,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.957289,-12.190479,"-76.9573, -12.1905",1384
Centro Medico Velasquez,0x3002,hospital,,AV MICAELA BASTIDAS,4,PJ SECTOR I GRUPO 17 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.954106,-12.194929,"-76.9541, -12.1949",1387
CE Los Angeles de Salvador,0x2c05,colegio,,CA PASTOR SEVILLA,15,PJ SECTOR I GRUPO 25A VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.953669,-12.203698,"-76.9537, -12.2037",1389
CE Peruano Frances,0x2c05,colegio,,AV PASTOR SEVILLA,23,PJ SECTOR VI GRUPO 4 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.948704,-12.213851,"-76.9487, -12.2139",1390
Jorge Basadre IE,0x2c05,colegio,,AV MICAELA BASTIDAS,12,PJ SECTOR II GRUPO 22 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.947762,-12.206406,"-76.9478, -12.2064",1395
Centro de Salud Senor de Milagros,0x3002,hospital,,CA MORAS,,PJ SECTOR I GRUPO 25 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.950268,-12.20371,"-76.9503, -12.2037",1397
CE Peru EEUU,0x2c05,colegio,,AV MICAELA BASTIDAS,6,PJ SECTOR I GRUPO 24 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.951738,-12.199599,"-76.9517, -12.1996",1399
Policlinico San Pablo,0x3002,hospital,,AV MICAELA BASTIDAS,5,PJ SECTOR I GRUPO 23 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.952506,-12.198331,"-76.9525, -12.1983",1401
CE Heroes del Alto Cenepa,0x2c05,colegio,,AV 1 DE MAYO,11,PJ SECTOR I GRUPO 17 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.952854,-12.195055,"-76.9529, -12.1951",1403
CE Guadalupe,0x2c05,colegio,,AV MODELO,14,PJ SECTOR I GRUPO 22A VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.958068,-12.195289,"-76.9581, -12.1953",1405
CE 7207 Ramon Castilla,0x2c05,colegio,,AV PROLONGACION CANEVARO,2,AH VALLE DE SHARON,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.968228,-12.170991,"-76.9682, -12.171",1420
Colegio Meliton Carbajal,0x2c05,colegio,,AV PASEO DE LA REPUBLICA,20,,,LINCE,LIMA,LIMA,PERU,-77.026273,-12.084437,"-77.0263, -12.0844",1427
Colegio Alfonso Ugarte,0x2c05,colegio,,AV PASEO DE LA REPUBLICA,35,UB CHACARILLA DE SANTA CRUZ,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.026678,-12.099122,"-77.0267, -12.0991",1428
CE Peruano Chino 10 de Octubre,0x2c05,colegio,,PLAZA DE LA BANDERA,,,,BRENA,LIMA,LIMA,PERU,-77.060534,-12.066902,"-77.0605, -12.0669",1444
CE 0089 Campoy,0x2c05,colegio,,AV FRANCISCO BOLOGNESI,,UB EL VALLE 1 ETAPA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.959054,-12.02112,"-76.9591, -12.0211",1448
CE IDAT,0x2c05,colegio,,ENT ENTRADA A ARENALES,2,,,JESUS MARIA,LIMA,LIMA,PERU,-77.037772,-12.065001,"-77.0378, -12.065",1477
IDAT,0x2c05,colegio,,JR PABLO BERMUDEZ,1,UB SANTA BEATRIZ,,LIMA,LIMA,LIMA,PERU,-77.036397,-12.072322,"-77.0364, -12.0723",1482
Sede Seguro Social del Peru ESSALUD,0x3002,hospital,411-8000,JR DOMINGO CUETO,1,,JR. DOMINGO CUETO 120,JESUS MARIA,LIMA,LIMA,PERU,-77.03671,-12.079645,"-77.0367, -12.0796",1485
Centro de Salud Chorrillos,0x3002,hospital,,CA LEOPOLDO ARIAS,,,,CHORRILLOS,LIMA,LIMA,PERU,-77.01968,-12.165833,"-77.0197, -12.1658",1502
Colegio Reina de las Americas,0x2c05,colegio,,AV CANADA,4,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.022008,-12.081338,"-77.022, -12.0813",1517
CE Rosa Perez Liendo,0x2c05,colegio,471-9460,AV CAMPODONICO,4,UB SANTA CATALINA,JR FRANCISCO ALMENARA 432,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.021211,-12.085331,"-77.0212, -12.0853",1518
CE Republica de Chile,0x2c05,colegio,,AV MILITAR,20,,,LINCE,LIMA,LIMA,PERU,-77.031307,-12.085204,"-77.0313, -12.0852",1525
Colegio Italiano Antonio Raimondi,0x2c05,colegio,614-9700 / Fax 614-9701,AV LA FONTANA,7,UB APROVISA,AV. LA FONTANA 755,LA MOLINA,LIMA,LIMA,PERU,-76.951426,-12.073832,"-76.9514, -12.0738",1534
CE Pitagoras,0x2c05,colegio,,AV TUPAC AMARU,5,UB INGENIERIA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.051048,-12.021364,"-77.051, -12.0214",1539
Estados Unidos  (CE),0x2c05,colegio,,AV TUPAC AMARU,4,,,COMAS,LIMA,LIMA,PERU,-77.055911,-11.965225,"-77.0559, -11.9652",1543
CE Jesus Obrero,0x2c05,colegio,,AV TUPAC AMARU,12,UB HUAQUILLAY,,COMAS,LIMA,LIMA,PERU,-77.051934,-11.953371,"-77.0519, -11.9534",1548
CE Republica de Israel,0x2c05,colegio,,AV PUNO,2,PJ PAMPAS DE COMAS SECTOR A,,COMAS,LIMA,LIMA,PERU,-77.050627,-11.953001,"-77.0506, -11.953",1549
Programa de Intervencion Temprana,0x3002,hospital,,AV TUPAC AMARU,14,PJ PAMPAS DE COMAS SECTOR A,,COMAS,LIMA,LIMA,PERU,-77.049945,-11.950983,"-77.0499, -11.951",1550
Colegio Fe y Alegria 10,0x2c05,colegio,,AV TUPAC AMARU,52,,,COMAS,LIMA,LIMA,PERU,-77.040764,-11.91654,"-77.0408, -11.9165",1557
Colegio Makarenko,0x2c05,colegio,,AV CAMINO REAL,3,ASOC NICANOR ARTEAGA ORREGO,,CARABAYLLO,LIMA,LIMA,PERU,-77.025238,-11.878721,"-77.0252, -11.8787",1560
CE La Salle,0x2c05,colegio,,AV ARICA,7,,,BRENA,LIMA,LIMA,PERU,-77.048372,-12.058411,"-77.0484, -12.0584",1561
CE Peruano Chino 10 de Octubre,0x2c05,colegio,,AV NUEVA TOLEDO,,,,CIENEGUILLA,LIMA,LIMA,PERU,-76.792111,-12.100428,"-76.7921, -12.1004",1628
Clinica Juvencia,0x3002,hospital,461-7561,AV MIRO QUESADA ANTONIO,5,UB SAN FELIPE,JUAN DE ALIAGA 455,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.05939,-12.09251,"-77.0594, -12.0925",1647
CE Bartolome Herrera,0x2c05,colegio,,AV LA MARINA,12,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.074941,-12.080486,"-77.0749, -12.0805",1662
CE San Gabriel,0x2c05,colegio,,JR TACNA,3,,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.072977,-12.095647,"-77.073, -12.0956",1663
Casa de la Cultura,0x2c05,colegio,,AV FEDERICO GALLESI,4,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.079778,-12.092029,"-77.0798, -12.092",1665
Colegio Peruano Chino Juan XXIII,0x2c05,colegio,,CA RAMON CASTILLA,8,UB SANTA FLORENCIA,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.078465,-12.082576,"-77.0785, -12.0826",1667
CE Jorge Castro Harrison,0x2c05,colegio,,CA CASTRO HARRINSON,1,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.075129,-12.084633,"-77.0751, -12.0846",1668
CE Maximo Gorky,0x2c05,colegio,,CA CASTRO HARRINSON,3,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.07416,-12.08287,"-77.0742, -12.0829",1669
Colegio Trento,0x2c05,colegio,719-4942,AV FAUCETT,5,UB MARANGA 6TA ETAPA,AV. FAUCETT 417,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.097474,-12.065945,"-77.0975, -12.0659",1675
Colegio Santa Angela Nerici,0x2c05,colegio,,AV LOPEZ PAZOS,8,,,CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,PERU,-77.090541,-12.038916,"-77.0905, -12.0389",1680
Colegio PNP,0x2c05,colegio,,AV SANTA CRUZ,2,UB SAN DIEGO,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.088512,-11.944076,"-77.0885, -11.9441",1691
CEN San Martin,0x2c05,colegio,,AV CAQUETA,15,UB PI�ONATE,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.044535,-12.029107,"-77.0445, -12.0291",1692
Colegio,0x2c05,colegio,,AV MIGUEL GRAU,3,ASOC PUENTE DEL EJERCITO 2 ETAPA,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.046155,-12.030774,"-77.0462, -12.0308",1693
Instituto Emilia Barcia Bonifatti,0x2c05,colegio,,AV HUAROCHIRI,,UB PACASMAYO,,SANTA ANITA,LIMA,LIMA,PERU,-76.956731,-12.032709,"-76.9567, -12.0327",1699
Colegio Abraham Valdelomar,0x2c05,colegio,,CA MANUEL DE LA TORRE,,UB LOS FICUS,,SANTA ANITA,LIMA,LIMA,PERU,-76.9705,-12.047201,"-76.9705, -12.0472",1700
CE Jose Abelardo Quinones,0x2c05,colegio,,AV TRIUNFO,1,,,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.939482,-12.177929,"-76.9395, -12.1779",1701
CEI 098 - Jardin,0x2c05,colegio,,RESIDENCIAL SAN FELIPE,,RES SAN FELIPE,,JESUS MARIA,LIMA,LIMA,PERU,-77.05387,-12.089006,"-77.0539, -12.089",1706
CE Andres Bello,0x2c05,colegio,,AV LA MARINA,12,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.074446,-12.080255,"-77.0744, -12.0803",1708
Centro de Salud Altamar,0x3002,hospital,,JR 2 DE MAYO,6,UB MAGISTERIAL,,LA PERLA,CALLAO,CALLAO,PERU,-77.117976,-12.069576,"-77.118, -12.0696",1715
Centro de Salud Municipal,0x3002,hospital,,JR SUPE,5,UV SANTA MARINA SUR,,CALLAO,CALLAO,CALLAO,PERU,-77.129063,-12.054327,"-77.1291, -12.0543",1716
DIUSAN PNP Callao,0x3002,hospital,,JR NECOCHEA,2,,,CALLAO,CALLAO,CALLAO,PERU,-77.146283,-12.058864,"-77.1463, -12.0589",1717
Escuela Naval,0x3002,hospital,,JR GERMAN MEDINA,4,,,LA PUNTA,CALLAO,CALLAO,PERU,-77.16643,-12.07111,"-77.1664, -12.0711",1718
Centro de Salud,0x3002,hospital,,CA CALLE 3,,UB SAN MARTIN DE PORRES,,CALLAO,CALLAO,CALLAO,PERU,-77.121017,-11.996181,"-77.121, -11.9962",1724
